날짜,결제시각,메뉴명,수량,결제금액
2025-03-03,22:25,김치전,1,15000
2025-03-03,22:26,오돌뼈,1,17000
2025-03-03,22:36,맥주,1,5000
2025-03-03,22:39,맥주,1,5000
2025-03-03,22:47,하이볼,1,7000
2025-03-03,22:48,오돌뼈,1,17000
2025-03-03,22:50,맥주,1,5000
2025-03-03,22:55,소주,1,5000
2025-03-03,22:56,하이볼,1,7000
2025-03-03,22:58,소주,1,5000
2025-03-03,23:09,닭발,1,18000
2025-03-04,19:06,닭발,1,18000
2025-03-04,19:09,소주,1,5000
2025-03-04,19:21,계란찜,1,7000
2025-03-04,19:25,소주,1,5000
2025-03-04,19:27,맥주,1,5000
2025-03-04,19:32,소주,1,5000
2025-03-04,19:37,하이볼,1,7000
2025-03-04,19:46,계란찜,1,7000
2025-03-04,19:51,김치전,1,15000
2025-03-04,19:55,김치전,1,15000
2025-03-04,20:05,소주,1,5000
2025-03-04,20:06,소주,1,5000
2025-03-04,20:06,닭발,1,18000
2025-03-04,20:12,맥주,1,5000
2025-03-04,20:13,소주,1,5000
2025-03-04,20:19,계란찜,1,7000
2025-03-04,20:23,맥주,1,5000
2025-03-04,20:24,닭발,1,18000
2025-03-04,20:27,닭발,1,18000
2025-03-04,20:29,소주,1,5000
2025-03-04,20:31,소주,1,5000
2025-03-04,20:38,맥주,1,5000
2025-03-04,20:40,소주,1,5000
2025-03-04,20:40,하이볼,1,7000
2025-03-04,20:42,하이볼,1,7000
2025-03-04,20:43,닭발,1,18000
2025-03-04,20:44,맥주,1,5000
2025-03-04,20:49,맥주,1,5000
2025-03-04,20:49,하이볼,1,7000
2025-03-04,20:49,닭발,1,18000
2025-03-04,20:49,김치전,1,15000
2025-03-04,20:50,계란찜,1,7000
2025-03-04,20:51,소주,1,5000
2025-03-04,20:51,계란찜,1,7000
2025-03-04,20:52,소주,1,5000
2025-03-04,20:57,닭발,1,18000
2025-03-04,20:57,닭발,1,18000
2025-03-04,20:59,오돌뼈,1,17000
2025-03-04,21:02,오돌뼈,1,17000
2025-03-04,21:02,계란찜,1,7000
2025-03-04,21:03,소주,1,5000
2025-03-04,21:03,오돌뼈,1,17000
2025-03-04,21:03,김치전,1,15000
2025-03-04,21:06,맥주,1,5000
2025-03-04,21:06,맥주,1,5000
2025-03-04,21:08,닭발,1,18000
2025-03-04,21:11,닭발,1,18000
2025-03-04,21:12,김치전,1,15000
2025-03-04,21:15,맥주,1,5000
2025-03-04,21:16,소주,1,5000
2025-03-04,21:16,닭발,1,18000
2025-03-04,21:18,계란찜,1,7000
2025-03-04,21:20,소주,1,5000
2025-03-04,21:20,맥주,1,5000
2025-03-04,21:23,소주,1,5000
2025-03-04,21:25,닭발,1,18000
2025-03-04,21:26,맥주,1,5000
2025-03-04,21:28,오돌뼈,1,17000
2025-03-04,21:34,오돌뼈,1,17000
2025-03-04,21:36,소주,1,5000
2025-03-04,21:38,오돌뼈,1,17000
2025-03-04,21:41,맥주,1,5000
2025-03-04,21:42,맥주,1,5000
2025-03-04,21:42,하이볼,1,7000
2025-03-04,21:42,닭발,1,18000
2025-03-04,21:46,김치전,1,15000
2025-03-04,21:50,오돌뼈,1,17000
2025-03-04,21:51,소주,1,5000
2025-03-04,21:57,맥주,1,5000
2025-03-04,21:58,맥주,1,5000
2025-03-04,21:59,소주,1,5000
2025-03-04,21:59,맥주,1,5000
2025-03-04,22:01,닭발,1,18000
2025-03-04,22:04,닭발,1,18000
2025-03-04,22:08,소주,1,5000
2025-03-04,22:08,맥주,1,5000
2025-03-04,22:09,닭발,1,18000
2025-03-04,22:10,닭발,1,18000
2025-03-04,22:11,맥주,1,5000
2025-03-04,22:12,계란찜,1,7000
2025-03-04,22:14,오돌뼈,1,17000
2025-03-04,22:15,소주,1,5000
2025-03-04,22:17,맥주,1,5000
2025-03-04,22:17,맥주,1,5000
2025-03-04,22:18,김치전,1,15000
2025-03-04,22:22,소주,1,5000
2025-03-04,22:23,맥주,1,5000
2025-03-04,22:25,계란찜,1,7000
2025-03-04,22:30,하이볼,1,7000
2025-03-04,22:32,맥주,1,5000
2025-03-04,22:38,소주,1,5000
2025-03-04,22:40,김치전,1,15000
2025-03-04,22:41,소주,1,5000
2025-03-04,22:45,소주,1,5000
2025-03-04,22:53,하이볼,1,7000
2025-03-04,22:53,김치전,1,15000
2025-03-04,22:55,하이볼,1,7000
2025-03-04,22:58,계란찜,1,7000
2025-03-04,23:02,오돌뼈,1,17000
2025-03-04,23:09,소주,1,5000
2025-03-04,23:12,소주,1,5000
2025-03-04,23:14,오돌뼈,1,17000
2025-03-04,23:17,오돌뼈,1,17000
2025-03-04,23:19,맥주,1,5000
2025-03-04,23:20,오돌뼈,1,17000
2025-03-04,23:35,하이볼,1,7000
2025-03-04,23:36,계란찜,1,7000
2025-03-04,23:40,하이볼,1,7000
2025-03-04,23:45,하이볼,1,7000
2025-03-04,23:50,소주,1,5000
2025-03-04,23:50,맥주,1,5000
2025-03-04,23:50,맥주,1,5000
2025-03-05,18:51,하이볼,1,7000
2025-03-05,18:52,오돌뼈,1,17000
2025-03-05,19:09,닭발,1,18000
2025-03-05,19:17,소주,1,5000
2025-03-05,19:19,소주,1,5000
2025-03-05,19:33,김치전,1,15000
2025-03-05,19:38,맥주,1,5000
2025-03-05,19:40,맥주,1,5000
2025-03-05,19:47,하이볼,1,7000
2025-03-05,19:54,맥주,1,5000
2025-03-05,19:56,하이볼,1,7000
2025-03-05,19:58,소주,1,5000
2025-03-05,20:02,맥주,1,5000
2025-03-05,20:03,김치전,1,15000
2025-03-05,20:04,오돌뼈,1,17000
2025-03-05,20:05,김치전,1,15000
2025-03-05,20:06,소주,1,5000
2025-03-05,20:06,맥주,1,5000
2025-03-05,20:09,계란찜,1,7000
2025-03-05,20:11,오돌뼈,1,17000
2025-03-05,20:19,맥주,1,5000
2025-03-05,20:20,닭발,1,18000
2025-03-05,20:24,맥주,1,5000
2025-03-05,20:24,맥주,1,5000
2025-03-05,20:27,소주,1,5000
2025-03-05,20:27,소주,1,5000
2025-03-05,20:28,하이볼,1,7000
2025-03-05,20:30,김치전,1,15000
2025-03-05,20:33,하이볼,1,7000
2025-03-05,20:38,하이볼,1,7000
2025-03-05,20:40,맥주,1,5000
2025-03-05,20:40,하이볼,1,7000
2025-03-05,20:45,오돌뼈,1,17000
2025-03-05,20:49,김치전,1,15000
2025-03-05,20:50,김치전,1,15000
2025-03-05,20:55,닭발,1,18000
2025-03-05,20:55,오돌뼈,1,17000
2025-03-05,20:59,소주,1,5000
2025-03-05,20:59,맥주,1,5000
2025-03-05,20:59,오돌뼈,1,17000
2025-03-05,21:00,소주,1,5000
2025-03-05,21:02,소주,1,5000
2025-03-05,21:05,오돌뼈,1,17000
2025-03-05,21:07,맥주,1,5000
2025-03-05,21:07,맥주,1,5000
2025-03-05,21:14,오돌뼈,1,17000
2025-03-05,21:16,소주,1,5000
2025-03-05,21:17,하이볼,1,7000
2025-03-05,21:17,닭발,1,18000
2025-03-05,21:17,김치전,1,15000
2025-03-05,21:21,소주,1,5000
2025-03-05,21:24,계란찜,1,7000
2025-03-05,21:27,하이볼,1,7000
2025-03-05,21:28,소주,1,5000
2025-03-05,21:30,맥주,1,5000
2025-03-05,21:30,오돌뼈,1,17000
2025-03-05,21:31,오돌뼈,1,17000
2025-03-05,21:32,오돌뼈,1,17000
2025-03-05,21:32,계란찜,1,7000
2025-03-05,21:36,소주,1,5000
2025-03-05,21:39,계란찜,1,7000
2025-03-05,21:40,계란찜,1,7000
2025-03-05,21:44,맥주,1,5000
2025-03-05,21:45,소주,1,5000
2025-03-05,21:45,소주,1,5000
2025-03-05,21:49,소주,1,5000
2025-03-05,21:51,하이볼,1,7000
2025-03-05,21:52,소주,1,5000
2025-03-05,21:52,소주,1,5000
2025-03-05,21:54,오돌뼈,1,17000
2025-03-05,21:57,계란찜,1,7000
2025-03-05,21:58,닭발,1,18000
2025-03-05,22:00,김치전,1,15000
2025-03-05,22:02,소주,1,5000
2025-03-05,22:02,맥주,1,5000
2025-03-05,22:04,맥주,1,5000
2025-03-05,22:07,소주,1,5000
2025-03-05,22:07,하이볼,1,7000
2025-03-05,22:07,닭발,1,18000
2025-03-05,22:09,소주,1,5000
2025-03-05,22:09,닭발,1,18000
2025-03-05,22:15,닭발,1,18000
2025-03-05,22:16,계란찜,1,7000
2025-03-05,22:17,오돌뼈,1,17000
2025-03-05,22:18,김치전,1,15000
2025-03-05,22:19,맥주,1,5000
2025-03-05,22:22,소주,1,5000
2025-03-05,22:23,맥주,1,5000
2025-03-05,22:27,맥주,1,5000
2025-03-05,22:28,소주,1,5000
2025-03-05,22:36,닭발,1,18000
2025-03-05,22:39,김치전,1,15000
2025-03-05,22:42,소주,1,5000
2025-03-05,22:43,소주,1,5000
2025-03-05,22:43,오돌뼈,1,17000
2025-03-05,22:46,닭발,1,18000
2025-03-05,22:48,소주,1,5000
2025-03-05,22:49,하이볼,1,7000
2025-03-05,22:54,소주,1,5000
2025-03-05,22:54,닭발,1,18000
2025-03-05,22:57,김치전,1,15000
2025-03-05,22:59,오돌뼈,1,17000
2025-03-05,23:03,맥주,1,5000
2025-03-05,23:07,닭발,1,18000
2025-03-05,23:10,소주,1,5000
2025-03-05,23:10,맥주,1,5000
2025-03-05,23:11,소주,1,5000
2025-03-05,23:28,김치전,1,15000
2025-03-05,23:29,계란찜,1,7000
2025-03-05,23:35,맥주,1,5000
2025-03-05,23:36,김치전,1,15000
2025-03-05,23:43,닭발,1,18000
2025-03-06,18:38,맥주,1,5000
2025-03-06,19:14,닭발,1,18000
2025-03-06,19:29,맥주,1,5000
2025-03-06,19:32,하이볼,1,7000
2025-03-06,19:32,하이볼,1,7000
2025-03-06,19:34,소주,1,5000
2025-03-06,19:44,계란찜,1,7000
2025-03-06,19:54,김치전,1,15000
2025-03-06,19:55,소주,1,5000
2025-03-06,19:59,소주,1,5000
2025-03-06,20:00,김치전,1,15000
2025-03-06,20:06,맥주,1,5000
2025-03-06,20:07,하이볼,1,7000
2025-03-06,20:08,김치전,1,15000
2025-03-06,20:10,소주,1,5000
2025-03-06,20:15,오돌뼈,1,17000
2025-03-06,20:18,소주,1,5000
2025-03-06,20:18,맥주,1,5000
2025-03-06,20:20,계란찜,1,7000
2025-03-06,20:23,하이볼,1,7000
2025-03-06,20:26,오돌뼈,1,17000
2025-03-06,20:28,소주,1,5000
2025-03-06,20:29,맥주,1,5000
2025-03-06,20:30,소주,1,5000
2025-03-06,20:32,소주,1,5000
2025-03-06,20:32,소주,1,5000
2025-03-06,20:33,맥주,1,5000
2025-03-06,20:37,맥주,1,5000
2025-03-06,20:37,닭발,1,18000
2025-03-06,20:38,소주,1,5000
2025-03-06,20:38,맥주,1,5000
2025-03-06,20:41,소주,1,5000
2025-03-06,20:43,오돌뼈,1,17000
2025-03-06,20:47,계란찜,1,7000
2025-03-06,20:48,하이볼,1,7000
2025-03-06,20:49,닭발,1,18000
2025-03-06,20:50,하이볼,1,7000
2025-03-06,20:52,맥주,1,5000
2025-03-06,20:52,계란찜,1,7000
2025-03-06,20:54,소주,1,5000
2025-03-06,20:54,계란찜,1,7000
2025-03-06,20:57,소주,1,5000
2025-03-06,20:57,소주,1,5000
2025-03-06,20:57,닭발,1,18000
2025-03-06,20:59,닭발,1,18000
2025-03-06,20:59,닭발,1,18000
2025-03-06,21:00,소주,1,5000
2025-03-06,21:00,소주,1,5000
2025-03-06,21:02,하이볼,1,7000
2025-03-06,21:02,김치전,1,15000
2025-03-06,21:04,소주,1,5000
2025-03-06,21:04,김치전,1,15000
2025-03-06,21:05,소주,1,5000
2025-03-06,21:11,소주,1,5000
2025-03-06,21:11,하이볼,1,7000
2025-03-06,21:13,닭발,1,18000
2025-03-06,21:13,계란찜,1,7000
2025-03-06,21:14,맥주,1,5000
2025-03-06,21:15,맥주,1,5000
2025-03-06,21:15,오돌뼈,1,17000
2025-03-06,21:15,오돌뼈,1,17000
2025-03-06,21:16,닭발,1,18000
2025-03-06,21:19,오돌뼈,1,17000
2025-03-06,21:19,계란찜,1,7000
2025-03-06,21:20,소주,1,5000
2025-03-06,21:20,맥주,1,5000
2025-03-06,21:20,맥주,1,5000
2025-03-06,21:21,맥주,1,5000
2025-03-06,21:21,계란찜,1,7000
2025-03-06,21:22,맥주,1,5000
2025-03-06,21:23,맥주,1,5000
2025-03-06,21:26,맥주,1,5000
2025-03-06,21:28,오돌뼈,1,17000
2025-03-06,21:29,소주,1,5000
2025-03-06,21:31,오돌뼈,1,17000
2025-03-06,21:32,맥주,1,5000
2025-03-06,21:32,닭발,1,18000
2025-03-06,21:32,오돌뼈,1,17000
2025-03-06,21:34,소주,1,5000
2025-03-06,21:34,맥주,1,5000
2025-03-06,21:35,소주,1,5000
2025-03-06,21:35,김치전,1,15000
2025-03-06,21:37,닭발,1,18000
2025-03-06,21:38,소주,1,5000
2025-03-06,21:38,하이볼,1,7000
2025-03-06,21:41,소주,1,5000
2025-03-06,21:42,맥주,1,5000
2025-03-06,21:42,닭발,1,18000
2025-03-06,21:43,맥주,1,5000
2025-03-06,21:43,계란찜,1,7000
2025-03-06,21:45,소주,1,5000
2025-03-06,21:45,맥주,1,5000
2025-03-06,21:45,하이볼,1,7000
2025-03-06,21:47,닭발,1,18000
2025-03-06,21:47,오돌뼈,1,17000
2025-03-06,21:48,소주,1,5000
2025-03-06,21:48,김치전,1,15000
2025-03-06,21:48,김치전,1,15000
2025-03-06,21:49,오돌뼈,1,17000
2025-03-06,21:51,김치전,1,15000
2025-03-06,21:51,김치전,1,15000
2025-03-06,21:52,소주,1,5000
2025-03-06,21:52,계란찜,1,7000
2025-03-06,21:52,계란찜,1,7000
2025-03-06,21:54,소주,1,5000
2025-03-06,21:55,소주,1,5000
2025-03-06,21:55,맥주,1,5000
2025-03-06,21:55,맥주,1,5000
2025-03-06,21:57,김치전,1,15000
2025-03-06,22:00,오돌뼈,1,17000
2025-03-06,22:01,닭발,1,18000
2025-03-06,22:02,닭발,1,18000
2025-03-06,22:02,오돌뼈,1,17000
2025-03-06,22:05,소주,1,5000
2025-03-06,22:07,맥주,1,5000
2025-03-06,22:08,하이볼,1,7000
2025-03-06,22:08,하이볼,1,7000
2025-03-06,22:10,소주,1,5000
2025-03-06,22:11,맥주,1,5000
2025-03-06,22:12,소주,1,5000
2025-03-06,22:16,소주,1,5000
2025-03-06,22:16,소주,1,5000
2025-03-06,22:16,김치전,1,15000
2025-03-06,22:17,하이볼,1,7000
2025-03-06,22:19,계란찜,1,7000
2025-03-06,22:25,김치전,1,15000
2025-03-06,22:26,김치전,1,15000
2025-03-06,22:26,계란찜,1,7000
2025-03-06,22:28,계란찜,1,7000
2025-03-06,22:31,오돌뼈,1,17000
2025-03-06,22:33,맥주,1,5000
2025-03-06,22:34,소주,1,5000
2025-03-06,22:38,소주,1,5000
2025-03-06,22:39,소주,1,5000
2025-03-06,22:40,하이볼,1,7000
2025-03-06,22:40,계란찜,1,7000
2025-03-06,22:46,맥주,1,5000
2025-03-06,22:46,닭발,1,18000
2025-03-06,22:47,계란찜,1,7000
2025-03-06,22:49,닭발,1,18000
2025-03-06,22:50,맥주,1,5000
2025-03-06,22:51,닭발,1,18000
2025-03-06,22:51,닭발,1,18000
2025-03-06,22:52,오돌뼈,1,17000
2025-03-06,22:54,하이볼,1,7000
2025-03-06,22:55,맥주,1,5000
2025-03-06,22:59,맥주,1,5000
2025-03-06,23:00,맥주,1,5000
2025-03-06,23:03,하이볼,1,7000
2025-03-06,23:04,맥주,1,5000
2025-03-06,23:04,맥주,1,5000
2025-03-06,23:04,김치전,1,15000
2025-03-06,23:06,맥주,1,5000
2025-03-06,23:07,하이볼,1,7000
2025-03-06,23:10,소주,1,5000
2025-03-06,23:10,하이볼,1,7000
2025-03-06,23:18,소주,1,5000
2025-03-06,23:50,맥주,1,5000
2025-03-07,19:15,맥주,1,5000
2025-03-07,19:16,소주,1,5000
2025-03-07,19:18,맥주,1,5000
2025-03-07,19:25,맥주,1,5000
2025-03-07,19:26,김치전,1,15000
2025-03-07,19:31,소주,1,5000
2025-03-07,19:34,소주,1,5000
2025-03-07,19:38,하이볼,1,7000
2025-03-07,19:46,오돌뼈,1,17000
2025-03-07,19:51,소주,1,5000
2025-03-07,19:55,소주,1,5000
2025-03-07,19:57,닭발,1,18000
2025-03-07,19:58,오돌뼈,1,17000
2025-03-07,19:59,오돌뼈,1,17000
2025-03-07,20:00,맥주,1,5000
2025-03-07,20:01,소주,1,5000
2025-03-07,20:01,소주,1,5000
2025-03-07,20:05,소주,1,5000
2025-03-07,20:05,계란찜,1,7000
2025-03-07,20:06,소주,1,5000
2025-03-07,20:06,김치전,1,15000
2025-03-07,20:06,계란찜,1,7000
2025-03-07,20:07,소주,1,5000
2025-03-07,20:08,하이볼,1,7000
2025-03-07,20:09,김치전,1,15000
2025-03-07,20:10,소주,1,5000
2025-03-07,20:18,오돌뼈,1,17000
2025-03-07,20:20,소주,1,5000
2025-03-07,20:23,계란찜,1,7000
2025-03-07,20:27,김치전,1,15000
2025-03-07,20:28,맥주,1,5000
2025-03-07,20:28,오돌뼈,1,17000
2025-03-07,20:30,소주,1,5000
2025-03-07,20:37,하이볼,1,7000
2025-03-07,20:37,오돌뼈,1,17000
